lemma,Norval_frame,UD_frame,example,theta1,theta2,theta3,theta4
fordøye,tr,nsubj-obj,prosessen fordøyer maten,cause,patient,,
forebringe,ditr,nsubj-iobj-obj,hun forebringer deg nyheten,agent,recipient,theme,
forebringe-for,trObl-oblN,nsubj-obj-obl,vi forebringer opplysningene for dommeren,agent,beneficiary,goal,
forebygge,tr,nsubj-obj,de forebygger ulykker,agent,theme,,
forebygge,tr,nsubj-obj,gjerdet forebygger ulykker,cause,theme,,
forebygge,tr-obDECL,nsubj-ccomp,gjerdet forebygger at det skjer ulykker,cause,theme,,
forebygge,tr-obDECL,nsubj-ccomp,vi forebygger at det skjer ulykker,agent,theme,,
foredle,tr,nsubj-obj,de foredler metallet,agent,patient,,
foredle,tr,nsubj-obj,prosessen foredler metallet,cause,patient,,
foredra,ditr,nsubj-iobj-obj,hun foredrar dem nyhetene,agent,recipient,topic,
foredra-for,intrObl-oblN,nsubj-obl,vi foredrar for alle,agent,recipient,,
foredra-for,trObl-oblN,nsubj-obj-obl,vi foredrar historien for slektningene,agent,topic,recipient,
foredra,intr,nsubj,skuespilleren foredrar,agent,,,
foredra,tr,nsubj-obj,de foredrar historier,agent,topic,,
forefalle,intr,nsubj,slike ting forefaller,theme,,,
forefalle,intrScpr-scSuNrg-scInf,nsubj-xcomp,oppskriften forefaller å fungere,theme,attribute,,
forefalle,intrScpr-scSuNrg-scPred,nsubj-xcomp,han forefaller syk,theme,attribute,,
forefinnes,intr,nsubj,eksemplarer forefinnes,theme,,,
forefinnes,intrPresnt,expl-nsubj,det forefinnes eksemplarer,formal,theme,,
forefinnes,intrPresntLoc,expl-nsubj-obl,det forefinnes eksemplarer her,formal,theme,location,
foregi,tr,nsubj-obj,de foregir interesse,agent,topic,,
foregi,tr-obDECL,nsubj-ccomp,de foregir at de er interessert,agent,topic,,
foregi,tr-obEqSuInf,nsubj-xcomp,hun foregir å være interessert,agent,topic,,
foregripe,tr,nsubj-obj,de foregriper nyheten,agent,patient,,
foregripe,tr,nsubj-obj,hans tidligere verker foregriper fremtiden,theme,co-theme,,
foregripe,tr-obINTERR,nsubj-ccomp,de foregriper hva som skal skje,theme,co-theme,,
foregripe,tr-obINTERR,nsubj-ccomp,kunsten foregriper hva som skal skje,cause,patient,,
foregå,intr,nsubj,seansen foregår,theme,,,
foregå,intrPresnt,expl-nsubj,det foregår en seanse,formal,theme,,
foregå,intrPresntLoc,expl-nsubj-obl,det foregår en seanse her,formal,theme,location,
foreholde,ditr,nsubj-iobj-obj,hun foreholder deg dine plikter,agent,recipient,topic,
foreholde,ditr-obDECL,nsubj-iobj-ccomp,hun foreholder deg at de nye regler gjelder,agent,recipient,topic,
foreholde,ditr-obEqIobInf,nsubj-iobj-xcomp,hun foreholder deg å følge de nye reglene,agent,recipient,topic,
foreholde,ditr-obINTERR,nsubj-iobj-ccomp,hun foreholder deg hva som er nytt,agent,recipient,topic,
forekomme,intrAdvExpn-expnDECL,expl-advmod-csubj,det forekommer ofte at slike ting skjer,formal,theme,,
forekomme,intrAdv-suDECL,csubj-advmod,at slike ting skjer forekommer ofte,theme,,,
forekomme,intrExpn-expnDECL,expl-csubj,det forekommer at de kommer,formal,theme,,
forekomme,intr,nsubj,slike ting forekommer,theme,,,
forekomme,intr-suDECL,csubj,at det regner må kunne forekomme,theme,,,
forekomme-som,trScpr-scSuNrg-scPredprtcl,nsubj-obj-xcomp,han forekommer meg som fortapt,theme,experiencer,attribute,
forekomme,trExpnSu-expnINTERRwh,expl-obj-csubj,det forekommer meg hva som skjedde,formal,agent,topic,
forekomme,trScpr-scSuNrg-scInf,nsubj-obj-xcomp,oppskriften forekommer meg å fungere,theme,experiencer,attribute,
forekomme,trScpr-scSuNrg-scPred,nsubj-obj-xcomp,motoren forekommer meg i orden,theme,experiencer,attribute,
foreldes,intr,nsubj,ordene foreldes,patient,,,
forelegge,ditr,nsubj-iobj-obj,hun forelegger dem bevisene,agent,recipient,theme,
forelegge,tr,nsubj-obj,politiet forelegger bevis,agent,theme,,
forelese,intr,nsubj,professoren foreleser,agent,,,
forelese-om,intrObl-oblAbsinf,nsubj-advcl,han foreleser om å spalte atomer,agent,topic,,
forelese-om,intrObl-oblDECL,nsubj-advcl,han foreleser om at fortiden gjentar seg,agent,topic,,
forelese-om,intrObl-oblINTERR,nsubj-advcl,han foreleser om hvordan atomspaltning foregår,agent,topic,,
forelese-om,intrObl-oblN,nsubj-obl,han foreleser om bio-hacking,agent,topic,,
foreligge,intr,nsubj,beviset foreligger,theme,,,
foreligge,intrPresnt,expl-nsubj,det foreligger bevis,formal,theme,,
forelske-i,trObl-obRefl-oblN,nsubj-obj-obl,hun forelsker seg i ham,experiencer,null-role,stimulus,
forelske,tr-obRefl,nsubj-obj,hun forelsker seg,experiencer,null-role,,
fore-med,intrObl-oblN,nsubj-obl,de forer med fjær,agent,theme,,
fore-med,intrObl-oblN,nsubj-obl,vi forer med høy,agent,recipient,,
fore-med,trObl-oblN,nsubj-obj-obl,de forer jakka med dun,agent,destination,theme,
fore-med,trObl-oblN,nsubj-obj-obl,vi forer med høy,agent,recipient,theme,
forene-med,trObl-oblN,nsubj-obj-obl,forholdene forener de stridende med hverandre,cause,patient,co-patient,
forene-med,trObl-oblN,nsubj-obj-obl,vi forener de stridende med hverandre,agent,patient,co-patient,
forene-med,trObl-obRefl-oblN,nsubj-obj-obl,hun forener seg med den tidligere konkurrenten,agent,null-role,co-agent,
forene,tr,nsubj-obj,de forener motsetningene,agent,patient,,
forene,tr,nsubj-obj,forholdene forener motsetningene,cause,patient,,
forenkle,tr,nsubj-obj,forenklingen forenkler ligningene,cause,patient,,
forenkle,tr,nsubj-obj,vi forenkler ligningene,agent,patient,,
foresette,ditr-iobRefl,nsubj-iobj-obj,hun foresetter seg store oppgaver,agent,null-role,theme,
foresette,ditr-iobRefl-obDECL,nsubj-iobj-ccomp,hun foresetter seg at du kommer,agent,null-role,theme,
foresette,ditr-iobRefl-obEqIobInf,nsubj-iobj-xcomp,jeg foresetter meg å delta,agent,null-role,theme,
foresi,tr,nsubj-obj,vi foresier fremgangsmåtene,agent,topic,,
foreskrive,ditr,nsubj-iobj-obj,hun foreskriver deg medisiner,agent,recipient,theme,
foreskrive,ditr-obDECL,nsubj-iobj-ccomp,de foreskriver oss at vi skal trene daglig,agent,recipient,topic,
foreskrive,ditr-obEqIobInf,nsubj-iobj-xcomp,de foreskriver oss å lytte til musikk,agent,recipient,topic,
foreskrive,ditr-obINTERR,nsubj-iobj-ccomp,de foreskriver oss hva vi skal gjøre,agent,recipient,topic,
foreskrive,tr,nsubj-obj,de foreskriver treningsopplegg,agent,topic,,
foreskrive,tr-obAbsinf,nsubj-xcomp,de foreskriver å lytte til musikk,agent,topic,,
foreskrive,tr-obDECL,nsubj-ccomp,de foreskriver at vi skal trene daglig,agent,topic,,
foreskrive,tr-obINTERR,nsubj-ccomp,de foreskriver hva vi skal gjøre,agent,topic,,
foreslå,ditr,nsubj-iobj-obj,de foreslår ham en løsning,agent,recipient,theme,
foreslå,ditr,nsubj-iobj-obj,jeg foreslår ham en løsning,agent,recipient,topic,
foreslå,ditr-obDECL,nsubj-iobj-ccomp,jeg foreslår ham at han finner en bedre løsning,agent,recipient,topic,
foreslå,ditr-obEqIobInf,nsubj-iobj-xcomp,jeg foreslår ham å melde seg inn i en klubb,agent,recipient,topic,
foreslå,ditr-obINTERR,nsubj-iobj-ccomp,jeg foreslår ham hvordan han kan gå frem,agent,recipient,topic,
foreslå-for,trObl-obAbsinf-oblN,nsubj-xcomp-obl,vi foreslår å gå på ski for turistene,agent,topic,recipient,
foreslå-for,trObl-obDECL-oblN,nsubj-obl-ccomp,vi foreslår for turistene at de går på ski,agent,recipient,,
foreslå-for,trObl-obINTERR-oblN,nsubj-obl-ccomp,plakaten foreslår for turistene hva de bør gjøre,pivot,experiencer,topic,
foreslå-for,trObl-obINTERR-oblN,nsubj-obl-ccomp,vi foreslår for turistene hva de bør gjøre,agent,recipient,topic,
foreslå-for,trObl-oblN,nsubj-obj-obl,vi foreslår dem for stillingen,agent,theme,attribute,
foreslå-som,trScpr-scPredprtcl,nsubj-obj-xcomp,dokumentet foreslår dette som løsning,pivot,topic,attribute,
foreslå-som,trScpr-scPredprtcl,nsubj-obj-xcomp,vi foreslår ham som kandidat,agent,theme,attribute,
foreslå,tr,nsubj-obj,han foreslår en løsning,agent,topic,,
foreslå,tr-obAbsinf,nsubj-xcomp,vi foreslår å samle inn måseegg,agent,topic,,
foreslå,tr-obDECL,nsubj-ccomp,vi foreslår at huset bygges,agent,topic,,
foreslå,tr-obINTERR,nsubj-ccomp,vi foreslår hva han kan gjøre,agent,topic,,
forespeile,ditr,nsubj-iobj-obj,hun forespeiler deg suksess,agent,recipient,theme,
forespeile,ditr-obDECL,nsubj-iobj-ccomp,vi forespeiler henne at huset bygges,agent,recipient,topic,
forespeile,ditr-obEqIobInf,nsubj-iobj-xcomp,jeg forespeiler dem å kunne være med,agent,recipient,topic,
forespeile,ditr-obINTERR,nsubj-iobj-ccomp,vi forespeiler ham hvordan han kan bli berømt,agent,recipient,topic,
forespeile,tr,nsubj-obj,reklamene forespeiler suksess,pivot,topic,,
forespørre-om,intrObl-oblINTERR,nsubj-advcl,jeg forespør om hvorvidt jeg kan få bidra,agent,topic,,
forespørre-om,trObl-oblEqObInf,nsubj-obj-advcl,jeg forespør dem om å bidra,agent,recipient,topic,
forespørre-om,trObl-oblEqSuInf,nsubj-obj-advcl,jeg forespør dem om å få bidra,agent,recipient,topic,
forespørre-om,trObl-oblINTERR,nsubj-obj-advcl,jeg forespør dem om hvorvidt jeg kan få bidra,agent,recipient,topic,
forespørre-om,trObl-oblN,nsubj-obj-obl,jeg forespør myndighetene om tillatelse,agent,recipient,topic,
forespørre,tr,nsubj-obj,vi forespør myndighetene,agent,recipient,,
forestille,ditr-iobRefl,nsubj-iobj-obj,hun forestiller seg det verste,agent,null-role,theme,
forestille,ditr-iobRefl-obDECL,nsubj-iobj-ccomp,hun forestiller seg at du kommer,pivot,null-role,theme,
forestille,ditr-iobRefl-obEqIobInf,nsubj-iobj-xcomp,hun forestiller seg å stå på en scene,agent,null-role,theme,
forestille,ditr-iobRefl-obINTERR,nsubj-iobj-ccomp,hun forestiller seg hvordan det vil være å stå på en scene,agent,null-role,theme,
forestille-for,trObl-oblN,nsubj-obj-obl,vi forestiller ham for komitÃ©en,agent,theme,recipient,
forestille,tr,nsubj-obj,tegningen forestiller en fugl,pivot,theme,,
forestå,tr,nsubj-obj,presten forestår vielsen,agent,theme,,
foresveve-som,trScpr-scSuNrg-scPredprtcl,nsubj-obj-xcomp,han foresvever meg som ambisiøs,theme,experiencer,attribute,
foresveve,trExpnSu-expnDECL,expl-obj-csubj,det foresvever meg at du kommer,formal,agent,topic,
foresveve,trExpnSu-expnINTERR,expl-obj-csubj,det foresvever meg hva det kan bety,formal,agent,topic,
foresveve,trScpr-scSuNrg-scInf,nsubj-obj-xcomp,han foresvever meg å ha sagt noe slikt,theme,experiencer,attribute,
foreta,ditr-iobRefl,nsubj-iobj-obj,hun foretar seg en opprydding,agent,null-role,theme,
foreta,tr,nsubj-obj,landet foretar en utskytning,agent,theme,,
foretrekke,tr,nsubj-obj,vi foretrekker melk,pivot,theme,,
foretrekke,tr-obDECL,nsubj-ccomp,de foretrekker at de får velge selv,pivot,theme,,
foretrekke,tr-obEqSuInf,nsubj-xcomp,hun foretrekker å velge selv,pivot,theme,,
fore,tr,nsubj-obj,de forer kyrne,agent,recipient,,
fore,tr,nsubj-obj,vi forer jakka,agent,destination,,
forevige,tr,nsubj-obj,maleren foreviger vinteratten,agent,theme,,
forevise,ditr,nsubj-iobj-obj,hun foreviser oss sitt identitetskort,agent,recipient,theme,
forevise,tr,nsubj-obj,hun foreviser tillatelsen,agent,theme,,
forfalle,intr,nsubj,bygningene forfaller,patient,,,
forfalle,intrObl-oblN,nsubj-obl,regningen forfaller på mandag,theme,time,,
forfalske,tr,nsubj-obj,hun forfalsker papirene,agent,patient,,
forfatte,tr,nsubj-obj,hun forfatter et brev,agent,result,,
forfeile,tr,nsubj-obj,handlingen forfeiler sitt mål,agent,theme,,
forfekte,tr,nsubj-obj,de forfekter uvanlige synspunkter,agent,topic,,
forfekte,tr-obDECL,nsubj-ccomp,de forfekter at jorden er rund,agent,topic,,
forferde,trExpn-expnSuDECL,expl-obj-csubj,det forferder befolkningen at slikt skjer,formal,experiencer,stimulus,
forferde,tr,nsubj-obj,utviklingen forferder befolkningen,stimulus,experiencer,,
forferde,tr-suDECL,csubj-obj,at slikt skjer forferder befolkningen,stimulus,experiencer,,
forferdige,tr,nsubj-obj,han forferdiger et utkast,agent,result,,
forfine,tr,nsubj-obj,de forfiner sine manerer,agent,patient,,
forfine,tr,nsubj-obj,oppførselen forfiner selskapet,cause,patient,,
forfjamse,trExpn-expnSuDECL,expl-obj-csubj,det forfjamser befolkningen at slikt skjer,formal,experiencer,stimulus,
forfjamse,tr,nsubj-obj,hendelsen forfjamser tilskuerne,stimulus,experiencer,,
forfjamse,tr-suDECL,csubj-obj,at slikt skjer forfjamser befolkningen,stimulus,experiencer,,
forflate,tr,nsubj-obj,utviklingen forflater kulturen,cause,patient,,
forflere,tr,nsubj-obj,biologene forflerer artene,agent,patient,,
forflere,tr,nsubj-obj,utviklingen forflerer artene,cause,patient,,
forflytte,tr,nsubj-obj,de forflytter styrkene,agent,theme,,
forflytte,tr-obDir,nsubj-obj-obl,vi forflytter virksomheten til nabokommunen,agent,theme,orientation,
forflytte,tr-obRefl,nsubj-obj,hun forflytter seg,theme,null-role,,
forflytte,tr-obRefl-obDir,nsubj-obj-obl,firmaet forflytter seg til byen,theme,null-role,orientation,
forfordele,tr,nsubj-obj,de forfordeler de fattigste arvingene,agent,recipient,,
forfremme-til,trObl-oblN,nsubj-obj-obl,handlingen forfremmer ham til løytnant,pivot,topic,attribute,
forfremme-til,trObl-oblN,nsubj-obj-obl,vi forfremmer ham til løytnant,agent,theme,attribute,
forfremme,tr,nsubj-obj,de forfremmer majoren,agent,theme,,
forfremme,tr,nsubj-obj,prestasjonen forfremmer majoren,cause,theme,,
forfriske-på,trObl-obRefl-oblN,nsubj-obj-obl,hun forfrisker seg på mineralvann,agent,null-role,patient,
forfriske,tr,nsubj-obj,vertskapet forfrisker gjestene,stimulus,experiencer,,
forfriske,tr-obRefl,nsubj-obj,hun forfrisker seg,experiencer,null-role,,
forfryse,tr,nsubj-obj,de forfryser fangene,agent,patient,,
forfryse,tr,nsubj-obj,de forfryser tærne,experiencer,patient,,
forfryse,tr,nsubj-obj,kulden forfryser tærne,cause,patient,,
forfryse,tr-obRefl,nsubj-obj,hun forfryser seg,patient,null-role,,
forfølge,tr,nsubj-obj,de forfølger kjendisen,agent,theme,,
forfølge,tr,nsubj-obj,politiet forfølger minoritetene,agent,patient,,
forfølge,tr-obDir,nsubj-obj-obl,vi forfølger tyven nedover gaten,agent,theme,orientation,
forføre-til,trObl-oblEqObInf,nsubj-obj-advcl,vi forfører dem til å bli med på aksjonen,agent,patient,result,
forføre-til,trObl-oblN,nsubj-obj-obl,vi forfører ham til delaktighet,agent,patient,result,
forføre,tr,nsubj-obj,hun forfører studenten,agent,patient,,
forføye-over,intrObl-oblN,nsubj-obl,kommunen forføyer over flyktningene,agent,theme,,
forgape-i,trObl-obRefl-oblN,nsubj-obj-obl,han forgaper seg i leieboeren,experiencer,null-role,stimulus,
forgape,tr-obRefl,nsubj-obj,hun forgaper seg,experiencer,null-role,,
forgasse,tr,nsubj-obj,forskerne forgasser biomasse,cause,patient,,
forgasse,tr,nsubj-obj,motoren forgasser biomasse,agent,patient,,
forgifte,tr,nsubj-obj,greven forgifter gjestene,agent,patient,,
forgi-med,trObl-oblN,nsubj-obj-obl,hun forgir gjestene med jordbær,agent,recipient,theme,
forgi,tr-obRefl,nsubj-obj,kortspilleren forgir seg,agent,null-role,,
forgjelde,tr-obRefl,nsubj-obj,hun forgjelder seg,agent,null-role,,
forgjøre,tr,nsubj-obj,huldra forgjør gutten,agent,patient,,
forgjøre,tr-obRefl,nsubj-obj,hun forgjør seg,experiencer,patient,,
forglasses,intr,nsubj,substansen forglasses,patient,,,
forglasse,tr,nsubj-obj,glassblåserne forglasser substansen,agent,patient,,
forglasse,tr,nsubj-obj,vi forglasser substansen,cause,patient,,
forglemme,tr,nsubj-obj,de forglemmer de gamle,experiencer,stimulus,,
forglemme,tr-obRefl,nsubj-obj,den gamle forglemmer seg,agent,null-role,,
forglømme,tr,nsubj-obj,de forglømmer de gamle,experiencer,stimulus,,
forglømme,tr-obRefl,nsubj-obj,de gamle forglømmer seg,agent,null-role,,
forgreine,tr-obRefl,nsubj-obj,den forgreiner seg,patient,null-role,,
forgreine,tr-obRefl,nsubj-obj,elven forgreiner seg,theme,null-role,,
forgreine,tr-obRefl-obDir,nsubj-obj-obl,riket forgreiner seg utover,patient,null-role,orientation,
forgrenes,intr,nsubj,det forgrenes,patient,,,
forgrenes,intr,nsubj,elveløpet forgrenes,theme,,,
forgrene,tr-obRefl,nsubj-obj,den forgrener seg,patient,null-role,,
forgrene,tr-obRefl,nsubj-obj,elven forgrener seg,theme,null-role,,
forgrene,tr-obRefl-obDir,nsubj-obj-obl,riket forgrener seg utover,patient,null-role,orientation,
forgripe-på,trObl-obRefl-oblN,nsubj-obj-obl,kirken forgriper seg på barn,agent,null-role,patient,
forgripe,tr-obRefl,nsubj-obj,hun forgriper seg,agent,,,
forgroves,intr,nsubj,morsomhetene forgroves,patient,,,
forgrove,tr,nsubj-obj,de forgrover historien,cause,patient,,
forgrove,tr,nsubj-obj,forfatteren forgrover historien,agent,patient,,
forgubbe,tr,nsubj-obj,kjønnsfordelingen forgubber organisasjonen,cause,patient,,
forgubbe,tr,nsubj-obj,vi forgubber organisasjonen,agent,patient,,
forgude,tr,nsubj-obj,barna forguder onkelen,experiencer,stimulus,,
forgylle,tr,nsubj-obj,de forgyller malingen,agent,patient,,
forgylle,tr,nsubj-obj,malingen forgyller statuen,cause,destination,,
forgylle,tr,nsubj-obj,sola forgyller åskammen,cause,patient,,
forgylle,tr,nsubj-obj,vi forgyller statuen,agent,destination,,
forgå-av,intrObl-oblN,nsubj-obl,reinstammen forgår av sult,patient,cause,,
forgå,intr,nsubj,menneskerasen forgår,patient,,,
forgå,intr,nsubj,tiden forgår,theme,,,
forgå-mot,trObl-obRefl-oblN,nsubj-obj-obl,storsamfunnet forgår seg mot samene,agent,null-role,patient,
forhale,tr,nsubj-obj,de forhaler forhandlingene,agent,patient,,
forhale,tr,nsubj-obj,piratene forhaler båten,agent,theme,,
forhale,tr,nsubj-obj,været forhaler forhandlingene,cause,patient,,
forhandle,intr,nsubj,partene forhandler,agent,,,
forhandle-med,intrObl-oblN,nsubj-obl,vi forhandler med geriljaen,agent,co-agent,,
forhandle-med-om,intrObl2-obl1N-obl2EqSuInf,nsubj-obl-advcl,de forhandler med geriljaen om å kunne komme ut,agent,co-agent,topic,
forhandle-med-om,intrObl2-obl1N-obl2INTERR,nsubj-obl-xcomp,de forhandler med geriljaen om hvorvidt fangene skal frigis,agent,co-agent,topic,
forhandle-med-om,intrObl2-obl1N-obl2N,nsubj-obl-obl,de forhandler med geriljaen om frigivelse,agent,co-agent,topic,
forhandle-om,intrObl-oblEqSuInf,nsubj-advcl,de forhandler om å kunne komme ut,agent,topic,,
forhandle-om,intrObl-oblINTERR,nsubj-advcl,de forhandler om hvorvidt fangene skal frigis,agent,topic,,
forhandle-om,intrObl-oblN,nsubj-obl,de forhandler om frigivelse,agent,topic,,
forhandle-til,trObl-obRefl-oblN,nsubj-obj-obl,de forhandler seg til en løsning,agent,null-role,topic,
forhandle,tr,nsubj-obj,ministrene forhandler avtalen,agent,topic,,
forhandsbestille,tr,nsubj-obj,de forhandsbestiller billetter,agent,theme,,
forhandsomtale,tr,nsubj-obj,anmelderen forhandsomtaler forestillingen,agent,topic,,
forhandsomtale,tr,nsubj-obj,de forhandsomtaler saken,agent,topic,,
forhandsomtale,tr-obINTERR,nsubj-ccomp,anmelderen forhandsomtaler hva som skjedde på scenen,agent,topic,,
forhandsomtale,tr-obINTERR,nsubj-ccomp,de forhandsomtaler hva som skal skje,agent,topic,,
forhandsstemme,intr,nsubj,de forhandsstemmer,agent,,,
forhaste,tr-obRefl,nsubj-obj,komiteen forhaster seg,agent,null-role,,
forhekse,tr,nsubj-obj,heksene forhekser befolkningen,agent,patient,,
forhekse,tr,nsubj-obj,nøkken forhekser gardsguten,stimulus,experiencer,,
forherdes,intr,nsubj,sinnene forherdes,patient,,,
forherde,tr,nsubj-obj,de forherder stoffet,agent,patient,,
forherde,tr,nsubj-obj,prosessen forherder stoffet,cause,patient,,
forherde,tr-obRefl,nsubj-obj,hun forherder seg,agent,patient,,
forherlige,tr,nsubj-obj,de forherliger prestasjonen,agent,patient,,
forherlige,tr,nsubj-obj,reklamen forherliger prestasjonen,cause,patient,,
forhindre-fra,trOblExpnSu-oblEqObInf-expnDECL,expl-obj-advcl-csubj,det forhindrer dem fra å delta at været blir så håpløst,formal,beneficiary,theme,cause
forhindre-fra,trOblExpnSu-oblEqObInf-expnEqObInf,expl-obj-advcl-csubj,det forhindrer dem fra å kunne nyte selskapet å være klare favoritter,formal,beneficiary,theme,cause
forhindre-fra,trOblExpnSu-oblEqObInf-expnEqObInf,expl-obj-advcl-csubj,det forhindrer dem i å fokusere skikkelig å være klare favoritter,formal,beneficiary,theme,cause
forhindre-fra,trOblExpnSu-oblN-expnDECL,expl-obj-obl-csubj,det forhindrer dem fra medvirkning at været blir så håpløst,formal,beneficiary,theme,cause
forhindre-fra,trOblExpnSu-oblN-expnEqObInf,expl-obj-obl-csubj,det forhindrer dem fra medvirkning å være klare favoritter,formal,beneficiary,theme,cause
forhindre-fra,trObl-oblEqObInf,nsubj-obj-advcl,uværet forhindrer dem fra å delta,cause,beneficiary,theme,
